Pair	jaccard	forbes	tetra
BCP_ENCSR000DZJ_GM12878_BHLHE40(TFsFromGheorghe)MACS_ENCSR618ICR_A549_RCOR1 (TFsFromGheorghe)	14001	24216	19165
BCP_ENCSR000BNP_GM12878_YY1(TFsFromGheorghe)MACS_ENCSR000BKD_H1-hESC_YY1 (TFsFromGheorghe)	34469	22493	33268
BCP_ENCSR000DOG_K562_ATF3(TFsFromGheorghe)BCP_ENCSR000DYJ_A549_BHLHE40 (TFsFromGheorghe)	20270	35724	27511
BCP_ENCSR000BSK_SK-N-SH_JUND(TFsFromGheorghe)BCP_ENCSR000EFG_IMR-90_RCOR1 (TFsFromGheorghe)	28963	25157	25360
BCP_ENCSR000DYS_GM12878_JUND(TFsFromGheorghe)MACS_ENCSR000EGG_K562_RCOR1 (TFsFromGheorghe)	16567	17922	25774
MACS_ENCSR000DZE_GM12878_CHD1(TFsFromGheorghe)MACS_ENCSR853ADA_HepG2_NRF1 (TFsFromGheorghe)	13822	31310	27850
BCP_ENCSR000DZJ_GM12878_BHLHE40(TFsFromGheorghe)BCP_ENCSR681NOM_GM12878_CEBPB (TFsFromGheorghe)	16501	29278	23680
MACS_ENCSR000BUO_MCF-7_TEAD4(TFsFromGheorghe)MACS_ENCSR000EDQ_HepG2_RCOR1 (TFsFromGheorghe)	20773	17805	16756
MACS_ENCSR000EEV_HepG2_NR3C1(TFsFromGheorghe)MACS_ENCSR480LIS_liver_ATF3 (TFsFromGheorghe)	3956	23777	19249
BCP_ENCSR000EYZ_GM12878_FOS(TFsFromGheorghe)MACS_ENCSR000BPM_A549_YY1 (TFsFromGheorghe)	10267	28563	29164
BCP_ENCSR000BUB_A549_CEBPB(TFsFromGheorghe)MACS_ENCSR000BGK_HepG2_JUND (TFsFromGheorghe)	27362	16704	22532
BCP_ENCSR205FOW_liver_ATF3(TFsFromGheorghe)MACS_ENCSR000BSQ_Ishikawa_EGR1 (TFsFromGheorghe)	13401	11093	9574
BCP_ENCSR000BKE_HepG2_ATF3(TFsFromGheorghe)MACS_ENCSR904YPP_GM12878_NR3C1 (TFsFromGheorghe)	24395	34342	31711
BCP_ENCSR000BVH_HCT116_ELF1(TFsFromGheorghe)MACS_ENCSR000BVH_HCT116_ELF1 (TFsFromGheorghe)	35707	35929	35814
BCP_ENCSR000BIO_A549_NR3C1(TFsFromGheorghe)BCP_ENCSR555PBN_MCF-7_MAFK (TFsFromGheorghe)	998	6090	2283
BCP_ENCSR000BTT_Ishikawa_CEBPB(TFsFromGheorghe)MACS_ENCSR000BRX_GM12878_CEBPB (TFsFromGheorghe)	11018	15904	11018
BCP_ENCSR000BMD_K562_ELF1(TFsFromGheorghe)BCP_ENCSR000BRY_H1-hESC_TEAD4 (TFsFromGheorghe)	18521	11397	12508
BCP_ENCSR000EUM_GM12878_YY1(TFsFromGheorghe)MACS_ENCSR000BLT_GM12892_YY1 (TFsFromGheorghe)	15869	32134	33170
BCP_ENCSR000BNE_K562_EGR1(TFsFromGheorghe)BCP_ENCSR000BSS_MCF-7_ELF1 (TFsFromGheorghe)	24432	21349	20729
MACS_ENCSR000BIO_A549_NR3C1(TFsFromGheorghe)MACS_ENCSR000EZE_HeLa-S3_FOS (TFsFromGheorghe)	2293	24499	16555
BCP_ENCSR480LIS_liver_ATF3(TFsFromGheorghe)MACS_ENCSR000BMQ_GM12878_EGR1 (TFsFromGheorghe)	9442	3881	3667
MACS_ENCSR332EYT_GM12878_STAT1(TFsFromGheorghe)MACS_ENCSR853ADA_HepG2_NRF1 (TFsFromGheorghe)	33175	29924	32598
BCP_ENCSR000BVH_HCT116_ELF1(TFsFromGheorghe)MACS_ENCSR000EDT_HepG2_BHLHE40 (TFsFromGheorghe)	15943	27425	25739
BCP_ENCSR000BKD_H1-hESC_YY1(TFsFromGheorghe)MACS_ENCSR000DYS_GM12878_JUND (TFsFromGheorghe)	14163	14472	13558
MACS_ENCSR000DYI_A549_CEBPB(TFsFromGheorghe)MACS_ENCSR000EGG_K562_RCOR1 (TFsFromGheorghe)	28394	4055	14380
MACS_ENCSR000BKD_H1-hESC_YY1(TFsFromGheorghe)MACS_ENCSR332EYT_GM12878_STAT1 (TFsFromGheorghe)	30533	23928	32080
BCP_ENCSR000BJT_A549_NR3C1(TFsFromGheorghe)BCP_ENCSR000ECM_HeLa-S3_RCOR1 (TFsFromGheorghe)	30668	32795	30746
MACS_ENCSR000DZM_GM12878_STAT1(TFsFromGheorghe)MACS_ENCSR000ECK_HeLa-S3_MAFK (TFsFromGheorghe)	102	102	113
BCP_ENCSR000BRY_H1-hESC_TEAD4(TFsFromGheorghe)BCP_ENCSR382MOM_liver_YY1 (TFsFromGheorghe)	18249	7539	10330
BCP_ENCSR000BVO_T47D_JUND(TFsFromGheorghe)MACS_ENCSR000BSW_Ishikawa_TEAD4 (TFsFromGheorghe)	18542	18713	21450
MACS_ENCSR000AQD_K562_CHD1(TFsFromGheorghe)MACS_ENCSR000BLT_GM12892_YY1 (TFsFromGheorghe)	35155	25692	34092
BCP_ENCSR000BMZ_HepG2_ELF1(TFsFromGheorghe)BCP_ENCSR000BSW_Ishikawa_TEAD4 (TFsFromGheorghe)	26869	22326	22879
BCP_ENCSR000EGC_K562_RCOR1(TFsFromGheorghe)MACS_ENCSR000BRK_K562_TEAD4 (TFsFromGheorghe)	29894	23760	34709
BCP_ENCSR000BRQ_K562_CEBPB(TFsFromGheorghe)MACS_ENCSR000BKC_H1-hESC_ATF3 (TFsFromGheorghe)	20499	20946	18373
BCP_ENCSR000BSY_Ishikawa_YY1(TFsFromGheorghe)BCP_ENCSR000EDJ_HeLa-S3_NRF1 (TFsFromGheorghe)	16044	30301	22294
BCP_ENCSR000BUO_MCF-7_TEAD4(TFsFromGheorghe)MACS_ENCSR000BUB_A549_CEBPB (TFsFromGheorghe)	19549	21388	23810
BCP_ENCSR000DZC_GM12878_RCOR1(TFsFromGheorghe)MACS_ENCSR000BRG_GM12878_EGR1 (TFsFromGheorghe)	22240	33493	25196
MACS_ENCSR480LIS_liver_ATF3(TFsFromGheorghe)MACS_ENCSR853ADA_HepG2_NRF1 (TFsFromGheorghe)	25013	9965	16026
BCP_ENCSR000DOG_K562_ATF3(TFsFromGheorghe)BCP_ENCSR994YLZ_liver_YY1 (TFsFromGheorghe)	4926	24984	15418
BCP_ENCSR000EGG_K562_RCOR1(TFsFromGheorghe)MACS_ENCSR000BVO_T47D_JUND (TFsFromGheorghe)	10997	5004	6313
BCP_ENCSR000EEE_HepG2_CEBPB(TFsFromGheorghe)BCP_ENCSR000FAI_K562_FOS (TFsFromGheorghe)	9931	7989	8285
BCP_ENCSR000EGN_K562_JUND(TFsFromGheorghe)MACS_ENCSR000EWF_K562_YY1 (TFsFromGheorghe)	29206	22576	26390
BCP_ENCSR000EEH_HepG2_NRF1(TFsFromGheorghe)MACS_ENCSR000BJY_GM12878_ATF3 (TFsFromGheorghe)	26565	35551	30066
BCP_ENCSR000BSS_MCF-7_ELF1(TFsFromGheorghe)MACS_ENCSR000EUM_GM12878_YY1 (TFsFromGheorghe)	9351	23248	14413
MACS_ENCSR000BSQ_Ishikawa_EGR1(TFsFromGheorghe)MACS_ENCSR000EHZ_SK-N-SH_NRF1 (TFsFromGheorghe)	33996	33405	33172
BCP_ENCSR000BMH_K562_YY1(TFsFromGheorghe)MACS_ENCSR000BPS_A549_ATF3 (TFsFromGheorghe)	28671	21393	24023
MACS_ENCSR000DJX_K562_JUND(TFsFromGheorghe)MACS_ENCSR000EZE_HeLa-S3_FOS (TFsFromGheorghe)	32725	16970	29517
MACS_ENCSR000EBV_H1-hESC_CEBPB(TFsFromGheorghe)MACS_ENCSR000EHE_K562_CEBPB (TFsFromGheorghe)	35558	28362	35375
BCP_ENCSR000DZM_GM12878_STAT1(TFsFromGheorghe)MACS_ENCSR541WQI_A549_MAFK (TFsFromGheorghe)	244	303	311
BCP_ENCSR480LIS_liver_ATF3(TFsFromGheorghe)MACS_ENCSR000BMB_GM12878_ELF1 (TFsFromGheorghe)	9034	1883	3224
BCP_ENCSR000DYS_GM12878_JUND(TFsFromGheorghe)MACS_ENCSR000BKP_H1-hESC_JUND (TFsFromGheorghe)	27685	30984	29930
MACS_ENCSR000EDQ_HepG2_RCOR1(TFsFromGheorghe)MACS_ENCSR116TFA_A549_NR3C1 (TFsFromGheorghe)	35430	34567	35174
BCP_ENCSR000EBS_H1-hESC_MAFK(TFsFromGheorghe)MACS_ENCSR000EBV_H1-hESC_CEBPB (TFsFromGheorghe)	12314	9576	9296
BCP_ENCSR000BGK_HepG2_JUND(TFsFromGheorghe)MACS_ENCSR000EZE_HeLa-S3_FOS (TFsFromGheorghe)	29772	21645	25289
BCP_ENCSR000EDZ_HepG2_MAFK(TFsFromGheorghe)MACS_ENCSR000BSS_MCF-7_ELF1 (TFsFromGheorghe)	13610	2498	4095
BCP_ENCSR000ECK_HeLa-S3_MAFK(TFsFromGheorghe)BCP_ENCSR000EEV_HepG2_NR3C1 (TFsFromGheorghe)	4681	29510	17364
BCP_ENCSR000EZE_HeLa-S3_FOS(TFsFromGheorghe)BCP_ENCSR555PBN_MCF-7_MAFK (TFsFromGheorghe)	13160	10714	9107
MACS_ENCSR000BRZ_HCT116_EGR1(TFsFromGheorghe)MACS_ENCSR000FAU_K562_STAT1 (TFsFromGheorghe)	6013	18605	11157
BCP_ENCSR000EGN_K562_JUND(TFsFromGheorghe)MACS_ENCSR000BPM_A549_YY1 (TFsFromGheorghe)	34145	19957	30957
BCP_ENCSR000EEI_HepG2_JUND(TFsFromGheorghe)BCP_ENCSR000EEX_HepG2_CEBPB (TFsFromGheorghe)	27759	20787	23352
BCP_ENCSR000BSA_HCT116_JUND(TFsFromGheorghe)MACS_ENCSR000BUX_MCF-7_EGR1 (TFsFromGheorghe)	14050	13433	10828
MACS_ENCSR000BRF_A549_JUND(TFsFromGheorghe)MACS_ENCSR000EHK_K562_STAT1 (TFsFromGheorghe)	7008	17708	15126
BCP_ENCSR398YBM_A549_CHD1(TFsFromGheorghe)MACS_ENCSR205FOW_liver_ATF3 (TFsFromGheorghe)	13327	11158	10729
BCP_ENCSR000BKE_HepG2_ATF3(TFsFromGheorghe)MACS_ENCSR000EZK_HeLa-S3_STAT1 (TFsFromGheorghe)	8802	18294	14946
MACS_ENCSR000BKP_H1-hESC_JUND(TFsFromGheorghe)MACS_ENCSR382MOM_liver_YY1 (TFsFromGheorghe)	30230	14302	28493
BCP_ENCSR494TDU_K562_NRF1(TFsFromGheorghe)MACS_ENCSR000DZJ_GM12878_BHLHE40 (TFsFromGheorghe)	29312	23715	24898
BCP_ENCSR332EYT_GM12878_STAT1(TFsFromGheorghe)MACS_ENCSR480LIS_liver_ATF3 (TFsFromGheorghe)	7515	2801	3187
BCP_ENCSR000BMB_GM12878_ELF1(TFsFromGheorghe)MACS_ENCSR494TDU_K562_NRF1 (TFsFromGheorghe)	31922	20847	28772
BCP_ENCSR000DYS_GM12878_JUND(TFsFromGheorghe)BCP_ENCSR000ECC_H1-hESC_NRF1 (TFsFromGheorghe)	17569	29811	19058
BCP_ENCSR000BRZ_HCT116_EGR1(TFsFromGheorghe)BCP_ENCSR000BVJ_HCT116_TEAD4 (TFsFromGheorghe)	21174	33196	22730
BCP_ENCSR000DON_MCF_10A_FOS(TFsFromGheorghe)MACS_ENCSR000BKD_H1-hESC_YY1 (TFsFromGheorghe)	15218	1696	3887
BCP_ENCSR000BTT_Ishikawa_CEBPB(TFsFromGheorghe)BCP_ENCSR000EZE_HeLa-S3_FOS (TFsFromGheorghe)	23222	22146	19773
BCP_ENCSR000EDT_HepG2_BHLHE40(TFsFromGheorghe)BCP_ENCSR000EGN_K562_JUND (TFsFromGheorghe)	31172	24151	28727
BCP_ENCSR000ECM_HeLa-S3_RCOR1(TFsFromGheorghe)BCP_ENCSR000EZE_HeLa-S3_FOS (TFsFromGheorghe)	32696	31585	31270
BCP_ENCSR000BLZ_SK-N-SH_YY1(TFsFromGheorghe)MACS_ENCSR000BUD_A549_TEAD4 (TFsFromGheorghe)	25772	17079	19641
BCP_ENCSR000BMH_K562_YY1(TFsFromGheorghe)BCP_ENCSR000EYZ_GM12878_FOS (TFsFromGheorghe)	5836	20537	12621
BCP_ENCSR000EBZ_H1-hESC_JUND(TFsFromGheorghe)MACS_ENCSR000EBS_H1-hESC_MAFK (TFsFromGheorghe)	25485	22186	21382
MACS_ENCSR000BSA_HCT116_JUND(TFsFromGheorghe)MACS_ENCSR000EHZ_SK-N-SH_NRF1 (TFsFromGheorghe)	8070	2661	2751
BCP_ENCSR000BKE_HepG2_ATF3(TFsFromGheorghe)MACS_ENCSR000EGX_K562_MAFK (TFsFromGheorghe)	9777	20267	15538
BCP_ENCSR000BSA_HCT116_JUND(TFsFromGheorghe)BCP_ENCSR000DZE_GM12878_CHD1 (TFsFromGheorghe)	6783	5983	3626
BCP_ENCSR000EBZ_H1-hESC_JUND(TFsFromGheorghe)MACS_ENCSR000EGG_K562_RCOR1 (TFsFromGheorghe)	27179	18648	29937
BCP_ENCSR000EHK_K562_STAT1(TFsFromGheorghe)MACS_ENCSR382MOM_liver_YY1 (TFsFromGheorghe)	2776	9214	12370
MACS_ENCSR000ECM_HeLa-S3_RCOR1(TFsFromGheorghe)MACS_ENCSR998AJK_K562_NRF1 (TFsFromGheorghe)	34805	24591	33746
BCP_ENCSR177HDZ_HepG2_FOS(TFsFromGheorghe)BCP_ENCSR205FOW_liver_ATF3 (TFsFromGheorghe)	28376	30436	26286
BCP_ENCSR000BTT_Ishikawa_CEBPB(TFsFromGheorghe)MACS_ENCSR000DYV_GM12878_MAFK (TFsFromGheorghe)	1323	2330	1089
BCP_ENCSR000DOO_MCF_10A_FOS(TFsFromGheorghe)BCP_ENCSR494TDU_K562_NRF1 (TFsFromGheorghe)	10512	2065	2875
BCP_ENCSR000FAU_K562_STAT1(TFsFromGheorghe)MACS_ENCSR000BJY_GM12878_ATF3 (TFsFromGheorghe)	4514	24268	10299
BCP_ENCSR000ECK_HeLa-S3_MAFK(TFsFromGheorghe)MACS_ENCSR000BNX_HCT116_YY1 (TFsFromGheorghe)	26177	18099	23567
BCP_ENCSR000DOT_MCF_10A_FOS(TFsFromGheorghe)MACS_ENCSR000DZJ_GM12878_BHLHE40 (TFsFromGheorghe)	17673	8403	10904
BCP_ENCSR000BKP_H1-hESC_JUND(TFsFromGheorghe)MACS_ENCSR480LIS_liver_ATF3 (TFsFromGheorghe)	14993	6044	8427
MACS_ENCSR177HDZ_HepG2_FOS(TFsFromGheorghe)MACS_ENCSR517QHU_GM12878_BHLHE40 (TFsFromGheorghe)	34070	20480	33095
BCP_ENCSR000DZC_GM12878_RCOR1(TFsFromGheorghe)BCP_ENCSR000EGC_K562_RCOR1 (TFsFromGheorghe)	24912	26985	22622
BCP_ENCSR000BSY_Ishikawa_YY1(TFsFromGheorghe)MACS_ENCSR000EHZ_SK-N-SH_NRF1 (TFsFromGheorghe)	31461	30823	29454
BCP_ENCSR000BMD_K562_ELF1(TFsFromGheorghe)MACS_ENCSR000EGC_K562_RCOR1 (TFsFromGheorghe)	30615	26041	27029
BCP_ENCSR000DYI_A549_CEBPB(TFsFromGheorghe)BCP_ENCSR000EHJ_K562_STAT1 (TFsFromGheorghe)	1806	3648	2321
BCP_ENCSR000BVH_HCT116_ELF1(TFsFromGheorghe)MACS_ENCSR494TDU_K562_NRF1 (TFsFromGheorghe)	15450	26726	27892
BCP_ENCSR000BRK_K562_TEAD4(TFsFromGheorghe)MACS_ENCSR000EFC_IMR-90_CHD1 (TFsFromGheorghe)	28141	15159	20913
BCP_ENCSR000BSD_HCT116_CEBPB(TFsFromGheorghe)MACS_ENCSR000EGN_K562_JUND (TFsFromGheorghe)	18931	16106	22281
BCP_ENCSR681NOM_GM12878_CEBPB(TFsFromGheorghe)MACS_ENCSR000DZO_GM12878_NRF1 (TFsFromGheorghe)	19310	33748	22087
BCP_ENCSR000BNU_K562_ATF3(TFsFromGheorghe)BCP_ENCSR000BTT_Ishikawa_CEBPB (TFsFromGheorghe)	22061	21175	18671
MACS_ENCSR000BSK_SK-N-SH_JUND(TFsFromGheorghe)MACS_ENCSR205FOW_liver_ATF3 (TFsFromGheorghe)	24959	10447	16968
MACS_ENCSR000AQD_K562_CHD1(TFsFromGheorghe)MACS_ENCSR000BIO_A549_NR3C1 (TFsFromGheorghe)	1604	20714	13200
MACS_ENCSR000DOO_MCF_10A_FOS(TFsFromGheorghe)MACS_ENCSR000EYZ_GM12878_FOS (TFsFromGheorghe)	1574	1381	1382
BCP_ENCSR000DZC_GM12878_RCOR1(TFsFromGheorghe)MACS_ENCSR000BPM_A549_YY1 (TFsFromGheorghe)	26942	24030	29434
BCP_ENCSR000EIB_SK-N-SH_JUND(TFsFromGheorghe)MACS_ENCSR205FOW_liver_ATF3 (TFsFromGheorghe)	22041	13471	15750
BCP_ENCSR000BSD_HCT116_CEBPB(TFsFromGheorghe)BCP_ENCSR000EBU_H1-hESC_CHD1 (TFsFromGheorghe)	1747	868	536
BCP_ENCSR000BKP_H1-hESC_JUND(TFsFromGheorghe)BCP_ENCSR853ADA_HepG2_NRF1 (TFsFromGheorghe)	27733	27932	25443
MACS_ENCSR000DZO_GM12878_NRF1(TFsFromGheorghe)MACS_ENCSR994YLZ_liver_YY1 (TFsFromGheorghe)	18910	24004	30303
BCP_ENCSR177HDZ_HepG2_FOS(TFsFromGheorghe)MACS_ENCSR000EZE_HeLa-S3_FOS (TFsFromGheorghe)	28450	26122	27557
BCP_ENCSR000BRZ_HCT116_EGR1(TFsFromGheorghe)BCP_ENCSR000EYZ_GM12878_FOS (TFsFromGheorghe)	11700	31986	17881
BCP_ENCSR000EEH_HepG2_NRF1(TFsFromGheorghe)MACS_ENCSR555PBN_MCF-7_MAFK (TFsFromGheorghe)	864	1396	759
BCP_ENCSR494TDU_K562_NRF1(TFsFromGheorghe)MACS_ENCSR000BKD_H1-hESC_YY1 (TFsFromGheorghe)	29783	18071	27005
BCP_ENCSR000DYI_A549_CEBPB(TFsFromGheorghe)MACS_ENCSR000BTT_Ishikawa_CEBPB (TFsFromGheorghe)	34516	26706	32701
BCP_ENCSR000DYJ_A549_BHLHE40(TFsFromGheorghe)MACS_ENCSR000FAU_K562_STAT1 (TFsFromGheorghe)	6358	23782	9772
BCP_ENCSR000EDQ_HepG2_RCOR1(TFsFromGheorghe)MACS_ENCSR000FAV_K562_STAT1 (TFsFromGheorghe)	4449	20943	11185
MACS_ENCSR000EFC_IMR-90_CHD1(TFsFromGheorghe)MACS_ENCSR000EHE_K562_CEBPB (TFsFromGheorghe)	25673	8107	15739
BCP_ENCSR000BID_HepG2_BHLHE40(TFsFromGheorghe)MACS_ENCSR000EDQ_HepG2_RCOR1 (TFsFromGheorghe)	22263	33632	29210
BCP_ENCSR000EDZ_HepG2_MAFK(TFsFromGheorghe)MACS_ENCSR177HDZ_HepG2_FOS (TFsFromGheorghe)	19567	7958	11186
BCP_ENCSR494TDU_K562_NRF1(TFsFromGheorghe)MACS_ENCSR000EYZ_GM12878_FOS (TFsFromGheorghe)	19659	30930	25466
BCP_ENCSR000EDJ_HeLa-S3_NRF1(TFsFromGheorghe)MACS_ENCSR000EEX_HepG2_CEBPB (TFsFromGheorghe)	13411	26839	22825
BCP_ENCSR853ADA_HepG2_NRF1(TFsFromGheorghe)MACS_ENCSR000BQI_HepG2_CEBPB (TFsFromGheorghe)	23796	21430	22120
MACS_ENCSR000EEB_HepG2_MAFK(TFsFromGheorghe)MACS_ENCSR000EHZ_SK-N-SH_NRF1 (TFsFromGheorghe)	8382	2111	3372
BCP_ENCSR000DYS_GM12878_JUND(TFsFromGheorghe)MACS_ENCSR000EZK_HeLa-S3_STAT1 (TFsFromGheorghe)	11096	11949	11079
MACS_ENCSR000DYV_GM12878_MAFK(TFsFromGheorghe)MACS_ENCSR000EBV_H1-hESC_CEBPB (TFsFromGheorghe)	1103	1502	949
MACS_ENCSR000EYZ_GM12878_FOS(TFsFromGheorghe)MACS_ENCSR475SOC_MCF-7_ELF1 (TFsFromGheorghe)	23777	34945	25736
BCP_ENCSR000EEI_HepG2_JUND(TFsFromGheorghe)MACS_ENCSR000EHH_K562_NRF1 (TFsFromGheorghe)	11585	11395	10715
BCP_ENCSR000EBS_H1-hESC_MAFK(TFsFromGheorghe)MACS_ENCSR205FOW_liver_ATF3 (TFsFromGheorghe)	10449	7362	6897
BCP_ENCSR000BMQ_GM12878_EGR1(TFsFromGheorghe)MACS_ENCSR000BUB_A549_CEBPB (TFsFromGheorghe)	12294	5788	7816
BCP_ENCSR000EZK_HeLa-S3_STAT1(TFsFromGheorghe)MACS_ENCSR000BUB_A549_CEBPB (TFsFromGheorghe)	22204	17310	21227
BCP_ENCSR000BVJ_HCT116_TEAD4(TFsFromGheorghe)BCP_ENCSR000EEX_HepG2_CEBPB (TFsFromGheorghe)	10135	17317	12014
BCP_ENCSR000EEV_HepG2_NR3C1(TFsFromGheorghe)BCP_ENCSR000EZK_HeLa-S3_STAT1 (TFsFromGheorghe)	1168	14526	5432
BCP_ENCSR000BVH_HCT116_ELF1(TFsFromGheorghe)MACS_ENCSR000BKP_H1-hESC_JUND (TFsFromGheorghe)	17399	29318	24954
BCP_ENCSR000BMB_GM12878_ELF1(TFsFromGheorghe)BCP_ENCSR382MOM_liver_YY1 (TFsFromGheorghe)	24579	13871	17734
BCP_ENCSR000EBZ_H1-hESC_JUND(TFsFromGheorghe)BCP_ENCSR000EDA_HeLa-S3_CEBPB (TFsFromGheorghe)	24035	16770	20556
BCP_ENCSR000EYZ_GM12878_FOS(TFsFromGheorghe)MACS_ENCSR000FAV_K562_STAT1 (TFsFromGheorghe)	2695	20660	5744
BCP_ENCSR000BJT_A549_NR3C1(TFsFromGheorghe)BCP_ENCSR000BLT_GM12892_YY1 (TFsFromGheorghe)	27978	30600	27681
BCP_ENCSR000BSA_HCT116_JUND(TFsFromGheorghe)MACS_ENCSR000BJY_GM12878_ATF3 (TFsFromGheorghe)	6403	8424	4703
BCP_ENCSR116TFA_A549_NR3C1(TFsFromGheorghe)MACS_ENCSR000BUX_MCF-7_EGR1 (TFsFromGheorghe)	28826	33768	29594
BCP_ENCSR000EEI_HepG2_JUND(TFsFromGheorghe)BCP_ENCSR000EHZ_SK-N-SH_NRF1 (TFsFromGheorghe)	8690	9036	7944
BCP_ENCSR000BKP_H1-hESC_JUND(TFsFromGheorghe)BCP_ENCSR000BNX_HCT116_YY1 (TFsFromGheorghe)	32967	29817	31012
BCP_ENCSR000BMH_K562_YY1(TFsFromGheorghe)MACS_ENCSR000EEE_HepG2_CEBPB (TFsFromGheorghe)	12830	3143	6448
BCP_ENCSR000BGK_HepG2_JUND(TFsFromGheorghe)MACS_ENCSR000BKP_H1-hESC_JUND (TFsFromGheorghe)	33950	29464	32334
MACS_ENCSR000EGX_K562_MAFK(TFsFromGheorghe)MACS_ENCSR494TDU_K562_NRF1 (TFsFromGheorghe)	26310	12608	19185
BCP_ENCSR000DON_MCF_10A_FOS(TFsFromGheorghe)MACS_ENCSR000BTA_SK-N-SH_ELF1 (TFsFromGheorghe)	22063	15863	18135
BCP_ENCSR000EEX_HepG2_CEBPB(TFsFromGheorghe)BCP_ENCSR000EWF_K562_YY1 (TFsFromGheorghe)	15007	20211	15438
BCP_ENCSR000BLZ_SK-N-SH_YY1(TFsFromGheorghe)MACS_ENCSR000BLT_GM12892_YY1 (TFsFromGheorghe)	34460	25601	33239
BCP_ENCSR000EFG_IMR-90_RCOR1(TFsFromGheorghe)MACS_ENCSR000EEH_HepG2_NRF1 (TFsFromGheorghe)	8881	18270	11753
BCP_ENCSR000BSD_HCT116_CEBPB(TFsFromGheorghe)MACS_ENCSR000DZM_GM12878_STAT1 (TFsFromGheorghe)	19	19	45
BCP_ENCSR000BUD_A549_TEAD4(TFsFromGheorghe)BCP_ENCSR000EFM_IMR-90_CEBPB (TFsFromGheorghe)	15400	12538	15523
BCP_ENCSR000DZO_GM12878_NRF1(TFsFromGheorghe)MACS_ENCSR681NOM_GM12878_CEBPB (TFsFromGheorghe)	22532	32793	23271
BCP_ENCSR000EVU_endothelial_cell_of_umbilical_vein_FOS(TFsFromGheorghe)MACS_ENCSR000EGX_K562_MAFK (TFsFromGheorghe)	25532	14885	18587
BCP_ENCSR000BRG_GM12878_EGR1(TFsFromGheorghe)BCP_ENCSR000ECK_HeLa-S3_MAFK (TFsFromGheorghe)	7039	22581	13792
BCP_ENCSR000BRY_H1-hESC_TEAD4(TFsFromGheorghe)BCP_ENCSR000DOT_MCF_10A_FOS (TFsFromGheorghe)	13696	3811	5307
MACS_ENCSR000BJT_A549_NR3C1(TFsFromGheorghe)MACS_ENCSR000EFM_IMR-90_CEBPB (TFsFromGheorghe)	13337	8561	16933
MACS_ENCSR000BKP_H1-hESC_JUND(TFsFromGheorghe)MACS_ENCSR000BRX_GM12878_CEBPB (TFsFromGheorghe)	6566	7162	5427
BCP_ENCSR000DYS_GM12878_JUND(TFsFromGheorghe)MACS_ENCSR000EEE_HepG2_CEBPB (TFsFromGheorghe)	8126	6723	9894
BCP_ENCSR000DOO_MCF_10A_FOS(TFsFromGheorghe)BCP_ENCSR000EEX_HepG2_CEBPB (TFsFromGheorghe)	20670	12031	15286
BCP_ENCSR000ECK_HeLa-S3_MAFK(TFsFromGheorghe)MACS_ENCSR904YPP_GM12878_NR3C1 (TFsFromGheorghe)	24267	19742	19775
BCP_ENCSR000DON_MCF_10A_FOS(TFsFromGheorghe)BCP_ENCSR000EGN_K562_JUND (TFsFromGheorghe)	31475	17719	25184
MACS_ENCSR000BLB_Ishikawa_NR3C1(TFsFromGheorghe)MACS_ENCSR000BTA_SK-N-SH_ELF1 (TFsFromGheorghe)	33857	34460	33380
BCP_ENCSR618ICR_A549_RCOR1(TFsFromGheorghe)MACS_ENCSR000BJY_GM12878_ATF3 (TFsFromGheorghe)	12338	32778	18800
MACS_ENCSR000EFH_IMR-90_MAFK(TFsFromGheorghe)MACS_ENCSR000FAV_K562_STAT1 (TFsFromGheorghe)	1499	8753	8569
BCP_ENCSR000BMZ_HepG2_ELF1(TFsFromGheorghe)MACS_ENCSR000BKJ_GM12891_YY1 (TFsFromGheorghe)	32359	26835	32149
BCP_ENCSR000EDT_HepG2_BHLHE40(TFsFromGheorghe)MACS_ENCSR000DZJ_GM12878_BHLHE40 (TFsFromGheorghe)	33132	30618	31400
MACS_ENCSR000EEV_HepG2_NR3C1(TFsFromGheorghe)MACS_ENCSR000EHZ_SK-N-SH_NRF1 (TFsFromGheorghe)	12877	35036	27813
BCP_ENCSR000BUG_HCT116_ATF3(TFsFromGheorghe)MACS_ENCSR000EUM_GM12878_YY1 (TFsFromGheorghe)	578	1744	544
MACS_ENCSR000BLT_GM12892_YY1(TFsFromGheorghe)MACS_ENCSR000BRK_K562_TEAD4 (TFsFromGheorghe)	34401	15197	31441
BCP_ENCSR000EEB_HepG2_MAFK(TFsFromGheorghe)MACS_ENCSR000BSD_HCT116_CEBPB (TFsFromGheorghe)	12344	2973	4203
MACS_ENCSR000AQK_H1-hESC_CHD1(TFsFromGheorghe)MACS_ENCSR000DKB_K562_FOS (TFsFromGheorghe)	9083	890	1545
BCP_ENCSR000EYZ_GM12878_FOS(TFsFromGheorghe)BCP_ENCSR555PBN_MCF-7_MAFK (TFsFromGheorghe)	1364	5520	2205
BCP_ENCSR000BJA_H1-hESC_EGR1(TFsFromGheorghe)MACS_ENCSR000EGG_K562_RCOR1 (TFsFromGheorghe)	22360	19000	28771
BCP_ENCSR000BSD_HCT116_CEBPB(TFsFromGheorghe)MACS_ENCSR135ANT_MCF-7_NRF1 (TFsFromGheorghe)	4872	2465	1632
