Pair	jaccard	forbes	tetra
MACS_ENCSR000BRK_K562_TEAD4(TFsFromGheorghe)MACS_ENCSR000DOP_MCF_10A_FOS (TFsFromGheorghe)	29082	4295	15282
BCP_ENCSR000EHZ_SK-N-SH_NRF1(TFsFromGheorghe)MACS_ENCSR000EHZ_SK-N-SH_NRF1 (TFsFromGheorghe)	35956	35849	35985
BCP_ENCSR000EDA_HeLa-S3_CEBPB(TFsFromGheorghe)BCP_ENCSR618ICR_A549_RCOR1 (TFsFromGheorghe)	3950	15445	12481
BCP_ENCSR000EUM_GM12878_YY1(TFsFromGheorghe)MACS_ENCSR000EBV_H1-hESC_CEBPB (TFsFromGheorghe)	1738	5009	2794
MACS_ENCSR000BUG_HCT116_ATF3(TFsFromGheorghe)MACS_ENCSR116TFA_A549_NR3C1 (TFsFromGheorghe)	9945	16697	11218
BCP_ENCSR000EGG_K562_RCOR1(TFsFromGheorghe)BCP_ENCSR000EGN_K562_JUND (TFsFromGheorghe)	35624	27511	35121
BCP_ENCSR000BVJ_HCT116_TEAD4(TFsFromGheorghe)MACS_ENCSR000EHZ_SK-N-SH_NRF1 (TFsFromGheorghe)	5686	9555	5173
BCP_ENCSR000EYZ_GM12878_FOS(TFsFromGheorghe)MACS_ENCSR000AQK_H1-hESC_CHD1 (TFsFromGheorghe)	641	1446	1194
BCP_ENCSR000BLT_GM12892_YY1(TFsFromGheorghe)BCP_ENCSR000BRY_H1-hESC_TEAD4 (TFsFromGheorghe)	22594	15592	16970
BCP_ENCSR000EFG_IMR-90_RCOR1(TFsFromGheorghe)MACS_ENCSR205FOW_liver_ATF3 (TFsFromGheorghe)	19242	13189	14240
BCP_ENCSR000EEV_HepG2_NR3C1(TFsFromGheorghe)BCP_ENCSR000EFC_IMR-90_CHD1 (TFsFromGheorghe)	4041	27934	14704
MACS_ENCSR000BTT_Ishikawa_CEBPB(TFsFromGheorghe)MACS_ENCSR000BVH_HCT116_ELF1 (TFsFromGheorghe)	18978	20599	19110
MACS_ENCSR000BQI_HepG2_CEBPB(TFsFromGheorghe)MACS_ENCSR398YBM_A549_CHD1 (TFsFromGheorghe)	27069	14697	19713
BCP_ENCSR382MOM_liver_YY1(TFsFromGheorghe)MACS_ENCSR000EZK_HeLa-S3_STAT1 (TFsFromGheorghe)	23131	9957	14601
BCP_ENCSR135ANT_MCF-7_NRF1(TFsFromGheorghe)MACS_ENCSR000BJT_A549_NR3C1 (TFsFromGheorghe)	27313	30236	25377
BCP_ENCSR494TDU_K562_NRF1(TFsFromGheorghe)MACS_ENCSR000ECC_H1-hESC_NRF1 (TFsFromGheorghe)	34616	35142	35245
BCP_ENCSR000BMB_GM12878_ELF1(TFsFromGheorghe)BCP_ENCSR000EEB_HepG2_MAFK (TFsFromGheorghe)	7104	603	819
BCP_ENCSR000BRY_H1-hESC_TEAD4(TFsFromGheorghe)MACS_ENCSR000DZE_GM12878_CHD1 (TFsFromGheorghe)	5414	17368	11578
MACS_ENCSR000AQK_H1-hESC_CHD1(TFsFromGheorghe)MACS_ENCSR000DZC_GM12878_RCOR1 (TFsFromGheorghe)	1337	10287	8810
BCP_ENCSR000DYJ_A549_BHLHE40(TFsFromGheorghe)BCP_ENCSR000EGV_K562_BHLHE40 (TFsFromGheorghe)	22413	33145	31575
BCP_ENCSR000BID_HepG2_BHLHE40(TFsFromGheorghe)MACS_ENCSR000BUG_HCT116_ATF3 (TFsFromGheorghe)	7216	20452	9249
MACS_ENCSR000DOG_K562_ATF3(TFsFromGheorghe)MACS_ENCSR000EZE_HeLa-S3_FOS (TFsFromGheorghe)	4061	13745	9729
BCP_ENCSR000BNE_K562_EGR1(TFsFromGheorghe)BCP_ENCSR000EDZ_HepG2_MAFK (TFsFromGheorghe)	6571	712	871
BCP_ENCSR000BNT_HepG2_YY1(TFsFromGheorghe)BCP_ENCSR000BRG_GM12878_EGR1 (TFsFromGheorghe)	16648	33928	27868
BCP_ENCSR000EGC_K562_RCOR1(TFsFromGheorghe)MACS_ENCSR000BKC_H1-hESC_ATF3 (TFsFromGheorghe)	24872	27630	22898
MACS_ENCSR000BJT_A549_NR3C1(TFsFromGheorghe)MACS_ENCSR000BPT_A549_ELF1 (TFsFromGheorghe)	34960	34575	35320
BCP_ENCSR000BSA_HCT116_JUND(TFsFromGheorghe)BCP_ENCSR000DOP_MCF_10A_FOS (TFsFromGheorghe)	32013	29128	33092
BCP_ENCSR000EGN_K562_JUND(TFsFromGheorghe)MACS_ENCSR000BRX_GM12878_CEBPB (TFsFromGheorghe)	8814	10492	9867
BCP_ENCSR000BMQ_GM12878_EGR1(TFsFromGheorghe)MACS_ENCSR000BNE_K562_EGR1 (TFsFromGheorghe)	34569	32179	35296
BCP_ENCSR000EGG_K562_RCOR1(TFsFromGheorghe)MACS_ENCSR000BRG_GM12878_EGR1 (TFsFromGheorghe)	15437	25842	25975
MACS_ENCSR000DZO_GM12878_NRF1(TFsFromGheorghe)MACS_ENCSR904YPP_GM12878_NR3C1 (TFsFromGheorghe)	30971	34549	33548
MACS_ENCSR000EFH_IMR-90_MAFK(TFsFromGheorghe)MACS_ENCSR000EWF_K562_YY1 (TFsFromGheorghe)	9511	2023	3638
BCP_ENCSR000ECK_HeLa-S3_MAFK(TFsFromGheorghe)MACS_ENCSR000EGN_K562_JUND (TFsFromGheorghe)	24244	15168	23125
BCP_ENCSR000BPM_A549_YY1(TFsFromGheorghe)BCP_ENCSR205FOW_liver_ATF3 (TFsFromGheorghe)	17757	15468	14237
BCP_ENCSR000BGK_HepG2_JUND(TFsFromGheorghe)MACS_ENCSR475SOC_MCF-7_ELF1 (TFsFromGheorghe)	22073	30748	25679
BCP_ENCSR000BUQ_SK-N-SH_TEAD4(TFsFromGheorghe)BCP_ENCSR177HDZ_HepG2_FOS (TFsFromGheorghe)	19141	19425	16223
BCP_ENCSR000BKC_H1-hESC_ATF3(TFsFromGheorghe)MACS_ENCSR000EFM_IMR-90_CEBPB (TFsFromGheorghe)	7672	9737	16459
MACS_ENCSR000EDA_HeLa-S3_CEBPB(TFsFromGheorghe)MACS_ENCSR000EHJ_K562_STAT1 (TFsFromGheorghe)	8113	12126	17769
BCP_ENCSR000BRG_GM12878_EGR1(TFsFromGheorghe)MACS_ENCSR000DZO_GM12878_NRF1 (TFsFromGheorghe)	25069	35631	29859
BCP_ENCSR000BSD_HCT116_CEBPB(TFsFromGheorghe)MACS_ENCSR000EFH_IMR-90_MAFK (TFsFromGheorghe)	15749	12573	17990
MACS_ENCSR000BSM_SK-N-SH_YY1(TFsFromGheorghe)MACS_ENCSR000EBU_H1-hESC_CHD1 (TFsFromGheorghe)	32281	30385	31998
BCP_ENCSR000BPM_A549_YY1(TFsFromGheorghe)MACS_ENCSR000DZM_GM12878_STAT1 (TFsFromGheorghe)	146	32888	14520
BCP_ENCSR000ECC_H1-hESC_NRF1(TFsFromGheorghe)MACS_ENCSR000ECK_HeLa-S3_MAFK (TFsFromGheorghe)	14187	22096	17398
MACS_ENCSR000DOT_MCF_10A_FOS(TFsFromGheorghe)MACS_ENCSR000EHK_K562_STAT1 (TFsFromGheorghe)	3243	8062	8425
BCP_ENCSR205FOW_liver_ATF3(TFsFromGheorghe)MACS_ENCSR205FOW_liver_ATF3 (TFsFromGheorghe)	35894	35400	35953
BCP_ENCSR681NOM_GM12878_CEBPB(TFsFromGheorghe)MACS_ENCSR555PBN_MCF-7_MAFK (TFsFromGheorghe)	1637	2279	1261
BCP_ENCSR994YLZ_liver_YY1(TFsFromGheorghe)MACS_ENCSR000BSQ_Ishikawa_EGR1 (TFsFromGheorghe)	26186	21443	21586
BCP_ENCSR000DZC_GM12878_RCOR1(TFsFromGheorghe)MACS_ENCSR116TFA_A549_NR3C1 (TFsFromGheorghe)	30895	31994	29547
BCP_ENCSR000EGG_K562_RCOR1(TFsFromGheorghe)MACS_ENCSR000DZJ_GM12878_BHLHE40 (TFsFromGheorghe)	27760	17612	23229
BCP_ENCSR000BKJ_GM12891_YY1(TFsFromGheorghe)MACS_ENCSR000EFC_IMR-90_CHD1 (TFsFromGheorghe)	31320	23781	28453
BCP_ENCSR000BSA_HCT116_JUND(TFsFromGheorghe)BCP_ENCSR000EHJ_K562_STAT1 (TFsFromGheorghe)	4304	11678	5572
BCP_ENCSR000ECC_H1-hESC_NRF1(TFsFromGheorghe)MACS_ENCSR000EFH_IMR-90_MAFK (TFsFromGheorghe)	3201	2759	3339
BCP_ENCSR000DZO_GM12878_NRF1(TFsFromGheorghe)MACS_ENCSR000EWF_K562_YY1 (TFsFromGheorghe)	28961	33155	29535
BCP_ENCSR000EHJ_K562_STAT1(TFsFromGheorghe)MACS_ENCSR000DYS_GM12878_JUND (TFsFromGheorghe)	11688	27493	15865
BCP_ENCSR000ECC_H1-hESC_NRF1(TFsFromGheorghe)MACS_ENCSR000DOP_MCF_10A_FOS (TFsFromGheorghe)	1100	400	472
BCP_ENCSR000EBS_H1-hESC_MAFK(TFsFromGheorghe)MACS_ENCSR000BJT_A549_NR3C1 (TFsFromGheorghe)	11752	13535	9469
BCP_ENCSR000BVH_HCT116_ELF1(TFsFromGheorghe)BCP_ENCSR000EFH_IMR-90_MAFK (TFsFromGheorghe)	3505	6012	4157
MACS_ENCSR000EEH_HepG2_NRF1(TFsFromGheorghe)MACS_ENCSR000EYZ_GM12878_FOS (TFsFromGheorghe)	18031	33903	21024
MACS_ENCSR000BKD_H1-hESC_YY1(TFsFromGheorghe)MACS_ENCSR116TFA_A549_NR3C1 (TFsFromGheorghe)	33299	27521	34766
BCP_ENCSR000EFG_IMR-90_RCOR1(TFsFromGheorghe)MACS_ENCSR000EIB_SK-N-SH_JUND (TFsFromGheorghe)	31797	26622	30348
BCP_ENCSR000BMB_GM12878_ELF1(TFsFromGheorghe)BCP_ENCSR000BMH_K562_YY1 (TFsFromGheorghe)	26136	19822	21042
MACS_ENCSR000BMB_GM12878_ELF1(TFsFromGheorghe)MACS_ENCSR998AJK_K562_NRF1 (TFsFromGheorghe)	35825	23702	35461
MACS_ENCSR000BMB_GM12878_ELF1(TFsFromGheorghe)MACS_ENCSR116TFA_A549_NR3C1 (TFsFromGheorghe)	33638	27964	35285
BCP_ENCSR000BKJ_GM12891_YY1(TFsFromGheorghe)MACS_ENCSR000BSD_HCT116_CEBPB (TFsFromGheorghe)	11300	4816	4890
BCP_ENCSR000DZO_GM12878_NRF1(TFsFromGheorghe)MACS_ENCSR000BRZ_HCT116_EGR1 (TFsFromGheorghe)	28680	32834	29414
MACS_ENCSR000EFM_IMR-90_CEBPB(TFsFromGheorghe)MACS_ENCSR000EUM_GM12878_YY1 (TFsFromGheorghe)	1886	4112	6242
BCP_ENCSR000DYI_A549_CEBPB(TFsFromGheorghe)MACS_ENCSR000EEI_HepG2_JUND (TFsFromGheorghe)	28849	11434	21101
BCP_ENCSR000EFG_IMR-90_RCOR1(TFsFromGheorghe)MACS_ENCSR000BKP_H1-hESC_JUND (TFsFromGheorghe)	25574	20150	21247
BCP_ENCSR000BKC_H1-hESC_ATF3(TFsFromGheorghe)BCP_ENCSR000BTA_SK-N-SH_ELF1 (TFsFromGheorghe)	26168	34577	26888
MACS_ENCSR000BLB_Ishikawa_NR3C1(TFsFromGheorghe)MACS_ENCSR205FOW_liver_ATF3 (TFsFromGheorghe)	22456	20967	20588
BCP_ENCSR837EYC_K562_NRF1(TFsFromGheorghe)MACS_ENCSR000ECC_H1-hESC_NRF1 (TFsFromGheorghe)	35129	35543	35217
BCP_ENCSR000EDH_HeLa-S3_JUND(TFsFromGheorghe)MACS_ENCSR000EHJ_K562_STAT1 (TFsFromGheorghe)	6936	11271	7460
BCP_ENCSR000FAU_K562_STAT1(TFsFromGheorghe)MACS_ENCSR994YLZ_liver_YY1 (TFsFromGheorghe)	2165	14600	14325
MACS_ENCSR000BSK_SK-N-SH_JUND(TFsFromGheorghe)MACS_ENCSR000ECK_HeLa-S3_MAFK (TFsFromGheorghe)	27238	15345	22041
BCP_ENCSR000BPT_A549_ELF1(TFsFromGheorghe)BCP_ENCSR000EDT_HepG2_BHLHE40 (TFsFromGheorghe)	30730	29783	28455
BCP_ENCSR000EDZ_HepG2_MAFK(TFsFromGheorghe)MACS_ENCSR000EIB_SK-N-SH_JUND (TFsFromGheorghe)	16782	4961	7568
BCP_ENCSR000EDH_HeLa-S3_JUND(TFsFromGheorghe)MACS_ENCSR000BJC_Ishikawa_NR3C1 (TFsFromGheorghe)	26406	16085	21547
BCP_ENCSR000BSR_MCF-7_CEBPB(TFsFromGheorghe)MACS_ENCSR332EYT_GM12878_STAT1 (TFsFromGheorghe)	8428	3280	2995
BCP_ENCSR000EBS_H1-hESC_MAFK(TFsFromGheorghe)MACS_ENCSR000EFC_IMR-90_CHD1 (TFsFromGheorghe)	11229	7622	8197
MACS_ENCSR000BLB_Ishikawa_NR3C1(TFsFromGheorghe)MACS_ENCSR494TDU_K562_NRF1 (TFsFromGheorghe)	30814	28796	33371
MACS_ENCSR000DZM_GM12878_STAT1(TFsFromGheorghe)MACS_ENCSR000ECM_HeLa-S3_RCOR1 (TFsFromGheorghe)	198	35469	35963
BCP_ENCSR618ICR_A549_RCOR1(TFsFromGheorghe)MACS_ENCSR000EDZ_HepG2_MAFK (TFsFromGheorghe)	1332	5388	3845
BCP_ENCSR000BNT_HepG2_YY1(TFsFromGheorghe)MACS_ENCSR000EFC_IMR-90_CHD1 (TFsFromGheorghe)	31995	24627	29501
BCP_ENCSR000BSQ_Ishikawa_EGR1(TFsFromGheorghe)BCP_ENCSR000BSS_MCF-7_ELF1 (TFsFromGheorghe)	28240	31097	26723
BCP_ENCSR555PBN_MCF-7_MAFK(TFsFromGheorghe)MACS_ENCSR000EZK_HeLa-S3_STAT1 (TFsFromGheorghe)	8852	2673	2953
BCP_ENCSR000EWF_K562_YY1(TFsFromGheorghe)MACS_ENCSR000EFC_IMR-90_CHD1 (TFsFromGheorghe)	21646	26083	25999
BCP_ENCSR000BID_HepG2_BHLHE40(TFsFromGheorghe)BCP_ENCSR000BRP_HepG2_TEAD4 (TFsFromGheorghe)	18175	31957	21998
MACS_ENCSR205FOW_liver_ATF3(TFsFromGheorghe)MACS_ENCSR332EYT_GM12878_STAT1 (TFsFromGheorghe)	20120	14783	15663
MACS_ENCSR000EHH_K562_NRF1(TFsFromGheorghe)MACS_ENCSR000EYV_GM12878_JUND (TFsFromGheorghe)	553	191	177
BCP_ENCSR000EHH_K562_NRF1(TFsFromGheorghe)BCP_ENCSR000FAI_K562_FOS (TFsFromGheorghe)	18337	30770	20396
BCP_ENCSR000BRX_GM12878_CEBPB(TFsFromGheorghe)BCP_ENCSR000ECC_H1-hESC_NRF1 (TFsFromGheorghe)	1537	3906	1227
BCP_ENCSR000BKD_H1-hESC_YY1(TFsFromGheorghe)MACS_ENCSR205FOW_liver_ATF3 (TFsFromGheorghe)	15491	5154	7035
MACS_ENCSR000BRF_A549_JUND(TFsFromGheorghe)MACS_ENCSR000BUG_HCT116_ATF3 (TFsFromGheorghe)	21942	29992	30420
BCP_ENCSR000DOG_K562_ATF3(TFsFromGheorghe)BCP_ENCSR000DZO_GM12878_NRF1 (TFsFromGheorghe)	14473	35157	24463
BCP_ENCSR000BPT_A549_ELF1(TFsFromGheorghe)MACS_ENCSR205FOW_liver_ATF3 (TFsFromGheorghe)	23677	19447	20080
BCP_ENCSR000BJA_H1-hESC_EGR1(TFsFromGheorghe)MACS_ENCSR000BTT_Ishikawa_CEBPB (TFsFromGheorghe)	15544	13495	13129
MACS_ENCSR000EEE_HepG2_CEBPB(TFsFromGheorghe)MACS_ENCSR000EFG_IMR-90_RCOR1 (TFsFromGheorghe)	26150	5838	14928
BCP_ENCSR000DZJ_GM12878_BHLHE40(TFsFromGheorghe)MACS_ENCSR000BRZ_HCT116_EGR1 (TFsFromGheorghe)	29175	24143	25181
MACS_ENCSR000BKJ_GM12891_YY1(TFsFromGheorghe)MACS_ENCSR000ECK_HeLa-S3_MAFK (TFsFromGheorghe)	24587	13172	18287
BCP_ENCSR000EGG_K562_RCOR1(TFsFromGheorghe)BCP_ENCSR398YBM_A549_CHD1 (TFsFromGheorghe)	21194	18932	21684
BCP_ENCSR000BRX_GM12878_CEBPB(TFsFromGheorghe)BCP_ENCSR000BTA_SK-N-SH_ELF1 (TFsFromGheorghe)	5231	13651	5795
MACS_ENCSR000BSD_HCT116_CEBPB(TFsFromGheorghe)MACS_ENCSR000BSR_MCF-7_CEBPB (TFsFromGheorghe)	34786	27367	34540
BCP_ENCSR000DYI_A549_CEBPB(TFsFromGheorghe)MACS_ENCSR382MOM_liver_YY1 (TFsFromGheorghe)	22849	5046	13962
BCP_ENCSR000BLZ_SK-N-SH_YY1(TFsFromGheorghe)BCP_ENCSR000BVJ_HCT116_TEAD4 (TFsFromGheorghe)	11529	18875	15021
MACS_ENCSR000DZO_GM12878_NRF1(TFsFromGheorghe)MACS_ENCSR000EHJ_K562_STAT1 (TFsFromGheorghe)	15224	28983	17191
BCP_ENCSR000EZE_HeLa-S3_FOS(TFsFromGheorghe)MACS_ENCSR480LIS_liver_ATF3 (TFsFromGheorghe)	24141	17846	21419
MACS_ENCSR000BUO_MCF-7_TEAD4(TFsFromGheorghe)MACS_ENCSR000FAV_K562_STAT1 (TFsFromGheorghe)	1631	10065	3993
BCP_ENCSR000BKJ_GM12891_YY1(TFsFromGheorghe)MACS_ENCSR000EZE_HeLa-S3_FOS (TFsFromGheorghe)	11994	4224	5030
BCP_ENCSR000BKD_H1-hESC_YY1(TFsFromGheorghe)BCP_ENCSR000DZM_GM12878_STAT1 (TFsFromGheorghe)	919	14084	7555
BCP_ENCSR000DYI_A549_CEBPB(TFsFromGheorghe)BCP_ENCSR000EZK_HeLa-S3_STAT1 (TFsFromGheorghe)	14099	9444	10323
BCP_ENCSR000BRG_GM12878_EGR1(TFsFromGheorghe)MACS_ENCSR000FAV_K562_STAT1 (TFsFromGheorghe)	2566	19823	5422
MACS_ENCSR000BJY_GM12878_ATF3(TFsFromGheorghe)MACS_ENCSR000EHH_K562_NRF1 (TFsFromGheorghe)	32228	35323	32454
BCP_ENCSR000DZO_GM12878_NRF1(TFsFromGheorghe)BCP_ENCSR116TFA_A549_NR3C1 (TFsFromGheorghe)	27977	34635	28217
BCP_ENCSR000DZE_GM12878_CHD1(TFsFromGheorghe)MACS_ENCSR392EAA_HeLa-S3_CHD1 (TFsFromGheorghe)	28633	28031	31852
BCP_ENCSR000BMQ_GM12878_EGR1(TFsFromGheorghe)MACS_ENCSR391JII_MCF-7_RCOR1 (TFsFromGheorghe)	13458	9694	8975
BCP_ENCSR000BVH_HCT116_ELF1(TFsFromGheorghe)MACS_ENCSR000DOT_MCF_10A_FOS (TFsFromGheorghe)	6631	12681	14256
BCP_ENCSR000EBU_H1-hESC_CHD1(TFsFromGheorghe)MACS_ENCSR000AQD_K562_CHD1 (TFsFromGheorghe)	30930	33097	33787
BCP_ENCSR000BPM_A549_YY1(TFsFromGheorghe)BCP_ENCSR000BRQ_K562_CEBPB (TFsFromGheorghe)	18055	11688	12314
MACS_ENCSR000BJY_GM12878_ATF3(TFsFromGheorghe)MACS_ENCSR000BRF_A549_JUND (TFsFromGheorghe)	26901	31295	32683
BCP_ENCSR000DYJ_A549_BHLHE40(TFsFromGheorghe)MACS_ENCSR480LIS_liver_ATF3 (TFsFromGheorghe)	9415	18444	17077
BCP_ENCSR000BGK_HepG2_JUND(TFsFromGheorghe)BCP_ENCSR000ECK_HeLa-S3_MAFK (TFsFromGheorghe)	22733	18738	18318
BCP_ENCSR382MOM_liver_YY1(TFsFromGheorghe)MACS_ENCSR000DJX_K562_JUND (TFsFromGheorghe)	27082	9220	18799
BCP_ENCSR000EEE_HepG2_CEBPB(TFsFromGheorghe)MACS_ENCSR000EEB_HepG2_MAFK (TFsFromGheorghe)	14951	1285	3087
BCP_ENCSR000BKE_HepG2_ATF3(TFsFromGheorghe)BCP_ENCSR000EDA_HeLa-S3_CEBPB (TFsFromGheorghe)	11426	22450	21048
BCP_ENCSR000EGG_K562_RCOR1(TFsFromGheorghe)MACS_ENCSR000BUD_A549_TEAD4 (TFsFromGheorghe)	24822	12592	18068
BCP_ENCSR000BMQ_GM12878_EGR1(TFsFromGheorghe)BCP_ENCSR000DZC_GM12878_RCOR1 (TFsFromGheorghe)	27796	29835	25695
MACS_ENCSR000BJY_GM12878_ATF3(TFsFromGheorghe)MACS_ENCSR000EDH_HeLa-S3_JUND (TFsFromGheorghe)	13431	16525	18550
BCP_ENCSR000EVU_endothelial_cell_of_umbilical_vein_FOS(TFsFromGheorghe)MACS_ENCSR000DOO_MCF_10A_FOS (TFsFromGheorghe)	34827	24115	34202
BCP_ENCSR000EDJ_HeLa-S3_NRF1(TFsFromGheorghe)MACS_ENCSR000DYS_GM12878_JUND (TFsFromGheorghe)	16123	31589	20032
BCP_ENCSR000EEE_HepG2_CEBPB(TFsFromGheorghe)MACS_ENCSR000BLB_Ishikawa_NR3C1 (TFsFromGheorghe)	8069	3733	3933
BCP_ENCSR000BLB_Ishikawa_NR3C1(TFsFromGheorghe)MACS_ENCSR000DOO_MCF_10A_FOS (TFsFromGheorghe)	4967	4546	5242
BCP_ENCSR000BLB_Ishikawa_NR3C1(TFsFromGheorghe)MACS_ENCSR000DOG_K562_ATF3 (TFsFromGheorghe)	22194	35367	27028
BCP_ENCSR000EFG_IMR-90_RCOR1(TFsFromGheorghe)MACS_ENCSR000FAV_K562_STAT1 (TFsFromGheorghe)	2012	12004	5311
BCP_ENCSR000DYV_GM12878_MAFK(TFsFromGheorghe)BCP_ENCSR000EZE_HeLa-S3_FOS (TFsFromGheorghe)	6603	7450	4445
MACS_ENCSR000BNE_K562_EGR1(TFsFromGheorghe)MACS_ENCSR000BNU_K562_ATF3 (TFsFromGheorghe)	34139	27622	33582
MACS_ENCSR000BRX_GM12878_CEBPB(TFsFromGheorghe)MACS_ENCSR000DZC_GM12878_RCOR1 (TFsFromGheorghe)	14518	35171	23908
BCP_ENCSR000BMB_GM12878_ELF1(TFsFromGheorghe)BCP_ENCSR177HDZ_HepG2_FOS (TFsFromGheorghe)	25607	24036	23146
BCP_ENCSR000BRF_A549_JUND(TFsFromGheorghe)MACS_ENCSR391JII_MCF-7_RCOR1 (TFsFromGheorghe)	24831	17158	19064
BCP_ENCSR000BMZ_HepG2_ELF1(TFsFromGheorghe)MACS_ENCSR000EEX_HepG2_CEBPB (TFsFromGheorghe)	31322	26532	29212
BCP_ENCSR000BVO_T47D_JUND(TFsFromGheorghe)MACS_ENCSR000EZK_HeLa-S3_STAT1 (TFsFromGheorghe)	14842	15165	14681
BCP_ENCSR000BRG_GM12878_EGR1(TFsFromGheorghe)MACS_ENCSR000EEE_HepG2_CEBPB (TFsFromGheorghe)	2555	9474	10518
MACS_ENCSR000BNE_K562_EGR1(TFsFromGheorghe)MACS_ENCSR000DYJ_A549_BHLHE40 (TFsFromGheorghe)	20663	28128	29540
MACS_ENCSR000DYI_A549_CEBPB(TFsFromGheorghe)MACS_ENCSR000EDQ_HepG2_RCOR1 (TFsFromGheorghe)	20522	8888	15348
BCP_ENCSR000EEE_HepG2_CEBPB(TFsFromGheorghe)MACS_ENCSR332EYT_GM12878_STAT1 (TFsFromGheorghe)	7698	1837	2155
BCP_ENCSR000BUG_HCT116_ATF3(TFsFromGheorghe)BCP_ENCSR392EAA_HeLa-S3_CHD1 (TFsFromGheorghe)	2207	5542	2517
MACS_ENCSR000BPM_A549_YY1(TFsFromGheorghe)MACS_ENCSR480LIS_liver_ATF3 (TFsFromGheorghe)	28623	10044	18971
BCP_ENCSR000BID_HepG2_BHLHE40(TFsFromGheorghe)MACS_ENCSR116TFA_A549_NR3C1 (TFsFromGheorghe)	15153	28429	20281
MACS_ENCSR000BSQ_Ishikawa_EGR1(TFsFromGheorghe)MACS_ENCSR000BVH_HCT116_ELF1 (TFsFromGheorghe)	30568	33008	30735
BCP_ENCSR000DZM_GM12878_STAT1(TFsFromGheorghe)BCP_ENCSR205FOW_liver_ATF3 (TFsFromGheorghe)	337	2613	811
BCP_ENCSR332EYT_GM12878_STAT1(TFsFromGheorghe)MACS_ENCSR000BSD_HCT116_CEBPB (TFsFromGheorghe)	4974	1510	1262
BCP_ENCSR000DZE_GM12878_CHD1(TFsFromGheorghe)MACS_ENCSR000BVH_HCT116_ELF1 (TFsFromGheorghe)	19121	25564	18330
BCP_ENCSR000BRG_GM12878_EGR1(TFsFromGheorghe)MACS_ENCSR000EDZ_HepG2_MAFK (TFsFromGheorghe)	1980	7378	5699
BCP_ENCSR000EBS_H1-hESC_MAFK(TFsFromGheorghe)MACS_ENCSR000DOG_K562_ATF3 (TFsFromGheorghe)	3677	13701	5973
BCP_ENCSR000EDA_HeLa-S3_CEBPB(TFsFromGheorghe)MACS_ENCSR116TFA_A549_NR3C1 (TFsFromGheorghe)	21941	14291	17921
BCP_ENCSR000BVH_HCT116_ELF1(TFsFromGheorghe)BCP_ENCSR391JII_MCF-7_RCOR1 (TFsFromGheorghe)	5839	12093	7144
BCP_ENCSR000BSQ_Ishikawa_EGR1(TFsFromGheorghe)MACS_ENCSR000BTA_SK-N-SH_ELF1 (TFsFromGheorghe)	29975	32209	28885
BCP_ENCSR000BSW_Ishikawa_TEAD4(TFsFromGheorghe)MACS_ENCSR000DZE_GM12878_CHD1 (TFsFromGheorghe)	7537	22145	15627
MACS_ENCSR000EHJ_K562_STAT1(TFsFromGheorghe)MACS_ENCSR853ADA_HepG2_NRF1 (TFsFromGheorghe)	14278	22319	19872
MACS_ENCSR000EGV_K562_BHLHE40(TFsFromGheorghe)MACS_ENCSR480LIS_liver_ATF3 (TFsFromGheorghe)	26314	8925	16238
BCP_ENCSR000BVJ_HCT116_TEAD4(TFsFromGheorghe)MACS_ENCSR398YBM_A549_CHD1 (TFsFromGheorghe)	6307	9436	7376
BCP_ENCSR000BTT_Ishikawa_CEBPB(TFsFromGheorghe)BCP_ENCSR000EEE_HepG2_CEBPB (TFsFromGheorghe)	32819	28437	32396
BCP_ENCSR000BSU_MCF-7_JUND(TFsFromGheorghe)MACS_ENCSR398YBM_A549_CHD1 (TFsFromGheorghe)	18086	16088	16142
BCP_ENCSR000EBV_H1-hESC_CEBPB(TFsFromGheorghe)MACS_ENCSR000EEV_HepG2_NR3C1 (TFsFromGheorghe)	3012	20860	11046
MACS_ENCSR000DOT_MCF_10A_FOS(TFsFromGheorghe)MACS_ENCSR000EUM_GM12878_YY1 (TFsFromGheorghe)	1908	4244	4096
BCP_ENCSR000BKJ_GM12891_YY1(TFsFromGheorghe)BCP_ENCSR000EZK_HeLa-S3_STAT1 (TFsFromGheorghe)	13207	10778	9363
MACS_ENCSR000BJY_GM12878_ATF3(TFsFromGheorghe)MACS_ENCSR000EGX_K562_MAFK (TFsFromGheorghe)	15349	19995	17171
BCP_ENCSR000BPT_A549_ELF1(TFsFromGheorghe)MACS_ENCSR000EUM_GM12878_YY1 (TFsFromGheorghe)	10104	24519	15442
MACS_ENCSR000BUX_MCF-7_EGR1(TFsFromGheorghe)MACS_ENCSR000EGX_K562_MAFK (TFsFromGheorghe)	17599	12795	13158
MACS_ENCSR000BMZ_HepG2_ELF1(TFsFromGheorghe)MACS_ENCSR205FOW_liver_ATF3 (TFsFromGheorghe)	32374	20386	28235
BCP_ENCSR000BLT_GM12892_YY1(TFsFromGheorghe)BCP_ENCSR000BSA_HCT116_JUND (TFsFromGheorghe)	8303	4595	3657
BCP_ENCSR000BIO_A549_NR3C1(TFsFromGheorghe)MACS_ENCSR000BGK_HepG2_JUND (TFsFromGheorghe)	5818	24203	21327
MACS_ENCSR000DON_MCF_10A_FOS(TFsFromGheorghe)MACS_ENCSR000FAU_K562_STAT1 (TFsFromGheorghe)	2429	7724	7403
